	Domain	Phylum	Class	Order	Family	Genus	Species
OTU11810	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU118870	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU119036	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU120062	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU120487	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU121321	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU121323	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU121494	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU121630	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU121660	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU121886	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU122066	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU122216	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU122350	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU1229528	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU1232388	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU1232934	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU1243014	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU1251821	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU125319	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU126222	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU1263142	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU1264141	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU1295088	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU129826	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU129832	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU129940	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU1308232	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU131800	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU13186	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU1327312	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU133230	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU1348351	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU1353509	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU13650	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU1377109	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU137	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU138	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU1393427	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU1403313	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU141160	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU1416140	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU142803	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU1435421	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU143560	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU143912	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU1439174	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU1441233	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU1442522	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU1447630	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU145114	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU1455092	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU1457037	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU1457530	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU1458597	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU1458678	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU1460818	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU1462528	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU1466035	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU1467614	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU146934	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU1470533	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU14765	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU148622	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU151	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU152023	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU152698	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU15453	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU154	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU15778	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU158951	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU160170	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU160282	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU160930	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU160979	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU161879	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU161992	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU162139	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU16543	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU16858	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU169393	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU169	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU17004	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU170373	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU170644	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU171	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU172166	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU173027	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU174993	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU175087	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU176401	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU17697	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU178367	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU179253	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU17966	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU17986	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU17989	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU18016	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU181057	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU181581	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU181729	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU18251	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU184976	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU186118	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU18662	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU18679	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU187099	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU187241	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU18728	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU18772	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU187892	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU188	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU18953	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU189912	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU191625	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU19176	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU192406	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU194069	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU195496	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU197038	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU197556	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU197730	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU199862	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU19986	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU20111	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU20619	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU206201	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU207392	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU207	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU210	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU21634	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU216695	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU21729	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU22066	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU235148	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU237	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU23901	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU240138	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU24719	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU25664	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU257	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU26279	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU26320	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU266	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU267	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU26892	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU268	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU271896	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU272	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU274	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU276	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU27947	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU282453	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
OTU283471	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales	unclassified_Hypocreales
